originals	tokenized	transliterated
vieren	vieren	firən
viering	viering	firɪŋ
Viering	Viering	firɪŋ
vierjarig	vierjarig	firjarəɣ
vierkaart	vierkaart	firkart
Vierkamer	Vierkamer	firkamər
vierkant	vierkant	firkɑnt
vierkante	vierkante	firkɑntə
viermaal	viermaal	firmal
viert	viert	firt
viertal	viertal	firtɑl
viervoeter	viervoeter	firvutər
viervoeters	viervoeters	firvutɛrs
Vietnam	Vietnam	fitnɑm
View	View	fiʋ
viewer	viewer	fiʋər
Vif	Vif	fɪf
vijandelijke	vijandelijke	fɛɪɑndeləkə
vijanden	vijanden	fɛɪɑndən
vijandiger	vijandiger	fɛɪɑndəɣər
Vijay	Vijay	fɛɪeɪ
vijf	vijf	fɛɪf
Vijf	Vijf	fɛɪf
vijfde	vijfde	fɛɪfdə
vijfendertig	vijfendertig	fɛɪfɛndɛrtəɣ
vijfentwintig	vijfentwintig	fɛɪfɛntʋɪntəɣ
vijfhonderd	vijfhonderd	fɛɪfhɔndɛrt
vijfhonderdste	vijfhonderdste	fɛɪfhɔndɛrtstə
Vijfhuizen	Vijfhuizen	fɛɪfhœyzən
vijfjarige	vijfjarige	fɛɪfjarəɣə
vijfsterrenhotel	vijfsterrenhotel	fɛɪfstɛrenhotəl
vijftal	vijftal	fɛɪftɑl
vijftien	vijftien	fɛɪftsin
vijftiende	vijftiende	fɛɪftsində
vijftienduizend	vijftienduizend	fɛɪftsindœyzɛnt
vijftienhonderd	vijftienhonderd	fɛɪftsinhɔndɛrt
vijftig	vijftig	fɛɪftəɣ
vijftigers	vijftigers	fɛɪftiɣərs
Vijlenerbos	Vijlenerbos	fɛɪlenɛrbɔs
vijver	vijver	fɛɪvər
vijverfilter	vijverfilter	fɛɪvɛrfɪltər
Vijverhof	Vijverhof	fɛɪverhɔf
vijvers	vijvers	fɛɪvɛrs
Vijverweelde	Vijverweelde	fɛɪverʋeldə
vikingcultuur	vikingcultuur	fikɪŋkœltyr
villa	villa	fila
Villa	Villa	fɪla
Villamedia	Villamedia	fɪlamedia
Villegénis	Villegénis	fɪleɣenɪs
Villeneuve	Villeneuve	fɪlenøvə
Villers-la-Montagne	Villers-la-Montagne	fɪlɛrslamɔntɑɣnə
villogorgicola	villogorgicola	fɪloɣɔrɣikola
Vilmer	Vilmer	fɪlmər
Vilnius	Vilnius	fɪlniœs
Vin	Vin	fɪn
Vincent	Vincent	fɪnsɛnt
Vincentius	Vincentius	fɪnsɛntiœs
vind	vind	fɪnt
Vind	Vind	fɪnt
vindbaarheid	vindbaarheid	fɪntbarhɛɪt
vinden	vinden	fɪndən
vinding	vinding	fɪndɪŋ
vindt	vindt	fɪnt
vinger	vinger	fɪŋər
vingerafdrukken	vingerafdrukken	fɪŋərɑfdrœkən
vingeren	vingeren	fɪŋərən
vingers	vingers	fɪŋərs
vingertje	vingertje	fɪŋərcə
vinificatie	vinificatie	finifikatsi
Vink	Vink	fɪŋk
Vinken	Vinken	fɪŋkən
Vinkeveense	Vinkeveense	fɪŋkevensə
vinkje	vinkje	fɪŋkjə
vinyl	vinyl	finil
violist	violist	fiolɪst
vioolbouwer	vioolbouwer	fiolbɑuʋər
vioolsonates	vioolsonates	fiolsonatɛs
Viraal	Viraal	firal
Viral	Viral	firɑl
Virgin	Virgin	fɪrɣɪn
Virtual	Virtual	fɪrtyɑl
virtueel	virtueel	fɪrtyel
virtuele	virtuele	fɪrtyelə
virtuoze	virtuoze	fɪrtyozə
virus	virus	firœs
virussen	virussen	firœsən
vis	vis	fɪs
Vis	Vis	fɪs
Visdiefjes	Visdiefjes	fɪsdifjɛs
viseieren	viseieren	fisɛɪerən
visie	visie	fisi
visies	visies	fisis
visionairs	visionairs	fisionɑɪrs
visitekaartje	visitekaartje	fisitekarcə
visitekaartjes	visitekaartjes	fisitekarcɛs
Visits	Visits	fisɪts
viskraam	viskraam	fɪskram
visolie	visolie	fisoli
vissen	vissen	fɪsən
vissensoort	vissensoort	fɪsɛnsort
Visser	Visser	fɪsər
Visserij	Visserij	fɪserɛɪ
visserij-intensiteit	visserij-intensiteit	fɪserɛɪɪntɛnsitɛɪt
visserijdruk	visserijdruk	fɪserɛɪdrœk
vissersboten	vissersboten	fɪsɛrsbotən
vissersdorp	vissersdorp	fɪsɛrsdɔrp
vissersdorpje	vissersdorpje	fɪsɛrsdɔrpjə
vissoorten	vissoorten	fɪsortən
Vista	Vista	fɪsta
vistuig	vistuig	fɪstœyɣ
visualisatie	visualisatie	fisyalisatsi
Visualisatie	Visualisatie	fisyalisatsi
Visuals	Visuals	fisyɑls
visueel	visueel	fisyel
visuele	visuele	fisyelə
visum	visum	fisœm
visumproblemen	visumproblemen	fisœmprɔblemən
Visvijvers	Visvijvers	fɪsvɛɪvɛrs
Vita	Vita	fita
Vitae	Vitae	fitaə
Vitamine	Vitamine	fitaminə
vitaminen	vitaminen	fitaminən
Vitesse	Vitesse	fitɛsə
Vitré	Vitré	fɪtre
Vittorio	Vittorio	fɪtorio
Vivendi	Vivendi	fivɛndi
vksj	vksj	fkʃ
Vksj	Vksj	fkʃ
Vlaams	Vlaams	flams
Vlaams-Brabant	Vlaams-Brabant	flamsbrabɑnt
Vlaams-Brabantse	Vlaams-Brabantse	flamsbrabɑntsə
Vlaamse	Vlaamse	flamsə
Vlaamsklinkende	Vlaamsklinkende	flamsklɪŋkɛndə
Vlaanderen	Vlaanderen	flanderən
Vlaar	Vlaar	flar
vlaas	vlaas	flas
Vladimir	Vladimir	fladimɪr
vlag	vlag	flɑɣ
Vlag	Vlag	flɑɣ
Vlaggen	Vlaggen	flɑɣən
vlaggenschip	vlaggenschip	flɑɣənsxɪp
vlak	vlak	flɑk
vlakbij	vlakbij	flɑkbɛɪ
vlakjes	vlakjes	flakjɛs
vlakke	vlakke	flɑkə
vlakken	vlakken	flɑkən
vlaktaks	vlaktaks	flɑktɑks
vlakte	vlakte	flɑktə
Vlakveld	Vlakveld	flɑkvɛlt
vlam	vlam	flɑm
vlamboog	vlamboog	flɑmboɣ
Vlaming	Vlaming	flamɪŋ
Vlamingen	Vlamingen	flamɪŋən
vlammen	vlammen	flɑmən
Vledderhuizen	Vledderhuizen	flɛderhœyzən
vlees	vlees	fles
Vlees	Vlees	fles
vleesvervangers	vleesvervangers	flesvɛrvɑŋərs
vleet	vleet	flet
vlegels	vlegels	fleɣəls
vlek	vlek	flɛk
vlekkeloos	vlekkeloos	flɛkelos
vlekken	vlekken	flɛkən
vleugel	vleugel	fløɣəl
vleugellam	vleugellam	fløɣəlɑm
vleugels	vleugels	fløɣəls
vlieg	vlieg	fliɣ
Vlieg	Vlieg	fliɣ
vliegen	vliegen	fliɣən
Vlieger	Vlieger	fliɣər
vliegmeeting	vliegmeeting	fliɣmetɪŋ
vliegramp	vliegramp	fliɣrɑmp
vliegt	vliegt	fliɣt
vliegterrein	vliegterrein	fliɣtɛrɛɪn
vliegtuig	vliegtuig	fliɣtœyɣ
vliegtuigen	vliegtuigen	fliɣtœyɣən
vliegtuigje	vliegtuigje	fliɣtœyɣjə
vliegtuigkaping	vliegtuigkaping	fliɣtœyɣkapɪŋ
vliegtuigmaatschappijen	vliegtuigmaatschappijen	fliɣtœyɣmatsxɑpɛɪən
vliegtuigongeluk	vliegtuigongeluk	fliɣtœyɣɔŋəlœk
vliegtuigramp	vliegtuigramp	fliɣtœyɣrɑmp
vliegtuigverkeer	vliegtuigverkeer	fliɣtœyɣvɛrker
vliegveld	vliegveld	fliɣvɛlt
vliegveldje	vliegveldje	fliɣvɛldjə
vliegverbod	vliegverbod	fliɣvɛrbɔt
vliegverkeer	vliegverkeer	fliɣvɛrker
Vlieland	Vlieland	flilɑnt
Vlieland-Online	Vlieland-Online	flilɑndɔnlinə
vliering	vliering	flirɪŋ
vliesvleugelig	vliesvleugelig	flisvløɣələɣ
vlieten	vlieten	flitən
Vlijmen	Vlijmen	flɛɪmən
vlijt	vlijt	flɛɪt
Vlissingen	Vlissingen	flɪsɪŋən
vloeibare	vloeibare	fluibarə
vloeiend	vloeiend	fluiɛnt
vloeistof	vloeistof	fluistɔf
vloeit	vloeit	fluit
vloekverbod	vloekverbod	flukvɛrbɔt
vloer	vloer	flur
vloerdelen	vloerdelen	flurdelən
vloeren	vloeren	flurən
vloerplaat	vloerplaat	flurplat
vloerstaande	vloerstaande	flurstandə
vlöggelen	vl⁇ggelen	fl⁇ɣələn
vlonder	vlonder	flɔndər
vloog	vloog	floɣ
vloot	vloot	flot
vlot	vlot	flɔt
vlotte	vlotte	flɔtə
vlotter	vlotter	flɔtər
vlucht	vlucht	flœxt
vluchtelingen	vluchtelingen	flœxtelɪŋən
vluchtelingenkampen	vluchtelingenkampen	flœxtelɪŋəŋkɑmpən
vluchten	vluchten	flœxtən
vluchthaven	vluchthaven	flœxthavən
Vluchtheuvel	Vluchtheuvel	flœxthøvəl
vluchtnummer	vluchtnummer	flœxtnœmər
vlug	vlug	flœɣ
vmbo	vmbo	fmbo
Vobis	Vobis	fobɪs
vocht	vocht	fɔxt
vochtdoorlatend	vochtdoorlatend	fɔxtdorlatɛnt
vochten	vochten	fɔxtən
vochtige	vochtige	fɔxtəɣə
vochtigheid	vochtigheid	fɔxtigɛɪt
Vochtigheid	Vochtigheid	fɔxtigɛɪt
Vodafone	Vodafone	fodafonə
voddenjood	voddenjood	fɔdɛnjot
Voeckler	Voeckler	fuklər
voeden	voeden	fudən
voeding	voeding	fudɪŋ
Voeding	Voeding	fudɪŋ
voedingsadvies	voedingsadvies	fudɪŋsɑtvis
voedingsinname	voedingsinname	fudɪŋsɪnamə
voedingspatroon	voedingspatroon	fudɪŋspɑtron
voedingsplaatsen	voedingsplaatsen	fudɪŋsplatsən
voedingsprobleem	voedingsprobleem	fudɪŋsprɔblem
voedingssupplement	voedingssupplement	fudɪŋsœplemɛnt
voedingsvoorkeuren	voedingsvoorkeuren	fudɪŋsvorkørən
voedsel	voedsel	futsəl
voedselhulp	voedselhulp	futselhœlp
voedselrijke	voedselrijke	futsɛlrɛɪkə
voedselsector	voedselsector	futsɛlsɛktɔr
voedzaam	voedzaam	futzam
voeg	voeg	fuɣ
Voeg	Voeg	fuɣ
voegde	voegde	fuɣdə
voegen	voegen	fuɣən
voegt	voegt	fuɣt
voel	voel	ful
voelbaar	voelbaar	fulbar
voelde	voelde	fuldə
voelden	voelden	fuldən
voeldsel	voeldsel	fultsəl
voelen	voelen	fulən
voelt	voelt	fult
voeltde	voeltde	fultdə
voer	voer	fur
Voer	Voer	fur
voerde	voerde	furdə
voerden	voerden	furdən
voeren	voeren	furən
voert	voert	furt
voertaal	voertaal	furtal
voertuig	voertuig	furtœyɣ
voertuigen	voertuigen	furtœyɣən
voet	voet	fut
voetbal	voetbal	futbɑl
voetbalbond	voetbalbond	futbɑlbɔnt
voetbalclub	voetbalclub	futbɑlklœp
voetballen	voetballen	futbɑlən
voetballer	voetballer	futbɑlər
voetballers	voetballers	futbɑlɛrs
voetbalmachine	voetbalmachine	futbɑlmɑxinə
voetbalsterren	voetbalsterren	futbɑlstɛrən
voetbalt	voetbalt	futbɑlt
Voetbalvandalisme	Voetbalvandalisme	futbɑlvɑndalɪsmə
voetbalwedstrijd	voetbalwedstrijd	futbalʋɛtstrɛɪt
voetbalwedstrijden	voetbalwedstrijden	futbalʋɛtstrɛɪdən
voetbalwereld	voetbalwereld	futbalʋerɛlt
voetborden	voetborden	futbɔrdən
voeteind	voeteind	futɛɪnt
voeten	voeten	futən
voetmassage	voetmassage	futmɑsaɣə
voetreflexzone	voetreflexzone	futrɛflɛkszonə
voetveer	voetveer	futver
Voetverzorging	Voetverzorging	futvɛrzɔrɣɪŋ
Vogala	Vogala	foɣala
vogel	vogel	foɣəl
Vogelaar	Vogelaar	foɣəlar
Vogelbescherming	Vogelbescherming	foɣəlbəsxɛrmɪŋ
Vogelkers	Vogelkers	foɣəlkɛrs
vogelleven	vogelleven	foɣəlevən
vogelnesten	vogelnesten	foɣəlnɛstən
vogels	vogels	foɣəls
vogelwacht	vogelwacht	foɣəlʋɑxt
Vogezen	Vogezen	foɣəzən
voirscr	voirscr	fʋarskr
vol	vol	fɔl
Vol	Vol	fɔl
Volbloed	Volbloed	fɔlblut
volbloedachtergrond	volbloedachtergrond	fɔlbludɑxtɛrɣrɔnt
volbracht	volbracht	fɔlbrɑxt
voldaan	voldaan	fɔldan
Voldoe	Voldoe	fɔldu
voldoen	voldoen	fɔldun
voldoende	voldoende	fɔldundə
voldoet	voldoet	fɔldut
voledig	voledig	foledəɣ
voleinding	voleinding	folɛɪndɪŋ
volende	volende	folɛndə
volg	volg	fɔlɣ
Volg	Volg	fɔlɣ
volgde	volgde	fɔlɣdə
volgden	volgden	fɔlɣdən
volgeboekt	volgeboekt	fɔlɣəbukt
volgen	volgen	fɔlɣən
volgend	volgend	fɔlɣənt
Volgend	Volgend	fɔlɣənt
volgende	volgende	fɔlɣəndə
Volgende	Volgende	fɔlɣəndə
volgens	volgens	fɔlɣəns
Volgens	Volgens	fɔlɣəns
volgeplande	volgeplande	fɔlɣəplɑndə
volgnummer	volgnummer	fɔlɣnœmər
volgorde	volgorde	fɔlɣɔrdə
volgroeid	volgroeid	fɔlɣruit
volgt	volgt	fɔlɣt
volk	volk	fɔlk
volkeren	volkeren	fɔlkerən
Volkeren	Volkeren	fɔlkerən
volkorenbrood	volkorenbrood	fɔlkorɛnbrot
Volksfront	Volksfront	fɔlksfrɔnt
volksgezondheid	volksgezondheid	fɔlksɣəzɔndhɛɪt
Volksgezondheid	Volksgezondheid	fɔlksɣəzɔndhɛɪt
Volkshuisvesting	Volkshuisvesting	fɔlkshœysvɛstɪŋ
Volkskrant	Volkskrant	fɔlkskrɑnt
volksmond	volksmond	fɔlksmɔnt
volkstelling	volkstelling	fɔlkstɛlɪŋ
volksverlakkerij	volksverlakkerij	fɔlksvɛrlɑkerɛɪ
volksverzekering	volksverzekering	fɔlksvɛrzekerɪŋ
volksverzekeringen	volksverzekeringen	fɔlksvɛrzekerɪŋən
Volkswagen	Volkswagen	fɔlksʋaɣən
volle	volle	fɔlə
volledig	volledig	fɔledəɣ
volledige	volledige	fɔledəɣə
volledigheid	volledigheid	fɔledigɛɪt
volledigs	volledigs	fɔledɪɣs
Volleyball	Volleyball	fɔleibɑl
vollle	vollle	fɔllə
volop	volop	folɔp
volstaan	volstaan	fɔlstan
volstaat	volstaat	fɔlstat
volste	volste	fɔlstə
volstond	volstond	fɔlstɔnt
volstrekt	volstrekt	fɔlstrɛkt
voltallig	voltallig	fɔltɑləɣ
voltallige	voltallige	fɔltɑləɣə
voltooid	voltooid	fɔltoit
voltooide	voltooide	fɔltoidə
voltrekken	voltrekken	fɔltrɛkən
voluit	voluit	folœyt
volume	volume	folymə
volumesturing	volumesturing	folymɛstyrɪŋ
Volvo	Volvo	fɔlvo
volw	volw	folʋ
volwaardige	volwaardige	folʋardəɣə
volwassen	volwassen	folʋɑsən
volwassene	volwassene	folʋɑsenə
volwassenen	volwassenen	folʋɑsenən
volwassenwording	volwassenwording	folʋɑsenʋɔrdɪŋ
von	von	fɔn
Von	Von	fɔn
vond	vond	fɔnt
vonden	vonden	fɔndən
vondst	vondst	fɔntst
Vonken	Vonken	fɔŋkən
vonkjes	vonkjes	fɔŋkjɛs
voogd	voogd	foɣt
voor	voor	for
Voor	Voor	for
vóór	vóór	for
vòòr	vòòr	for
vooraanstaande	vooraanstaande	foranstandə
vooraf	vooraf	forɑf
voorafgaand	voorafgaand	forɑfɣant
Voorafgaand	Voorafgaand	forɑfɣant
voorafgaande	voorafgaande	forɑfɣandə
vooral	vooral	forɑl
Vooral	Vooral	forɑl
Vooraleer	Vooraleer	foraler
vooralsnog	vooralsnog	forɑlsnɔɣ
Vooralsnog	Vooralsnog	forɑlsnɔɣ
voorarrest	voorarrest	forɑrɛst
vooras	vooras	forɑs
vooravond	vooravond	foravɔnt
voorbaat	voorbaat	forbat
voorbarig	voorbarig	forbarəɣ
voorbedrukte	voorbedrukte	forbədrœktə
voorbeeld	voorbeeld	forbelt
voorbeelden	voorbeelden	forbeldən
Voorbeelden	Voorbeelden	forbeldən
voorbeeldplaatjes	voorbeeldplaatjes	forbeltplacɛs
voorbeeldprojecten	voorbeeldprojecten	forbeltprojɛktən
voorbehoud	voorbehoud	forbəhɑut
voorbehouden	voorbehouden	forbəhɑudən
voorbereid	voorbereid	forbərɛɪt
voorbereiden	voorbereiden	forbərɛɪdən
Voorbereidend	Voorbereidend	forbərɛɪdɛnt
voorbereiding	voorbereiding	forbərɛɪdɪŋ
voorbereidingen	voorbereidingen	forbərɛɪdɪŋən
voorbereidingsbesluit	voorbereidingsbesluit	forbərɛɪdɪŋsbəslœyt
voorbereidingsperiode	voorbereidingsperiode	forbərɛɪdɪŋsperiodə
voorbereidt	voorbereidt	forbərɛɪt
Voorbeschouwing	Voorbeschouwing	forbəsxɑuʋɪŋ
voorbewegen	voorbewegen	forbəʋeɣən
voorbewerking	voorbewerking	forbəʋɛrkɪŋ
voorbij	voorbij	forbɛɪ
Voorbij	Voorbij	forbɛɪ
voorbije	voorbije	forbɛɪə
voorbijgaand	voorbijgaand	forbɛɪɣant
voorbijgangers	voorbijgangers	forbɛɪɣɑŋərs
Voorbijgangers	Voorbijgangers	forbɛɪɣɑŋərs
voorbijkomen	voorbijkomen	forbɛɪkomən
voorbode	voorbode	forbodə
voordat	voordat	fordɑt
Voordat	Voordat	fordɑt
voordeel	voordeel	fordel
voordeeltje	voordeeltje	fordelcə
voordelen	voordelen	fordelən
voordelig	voordelig	fordeləɣ
voordelige	voordelige	fordeləɣə
voordeliger	voordeliger	fordeləɣər
voordeur	voordeur	fordør
voordien	voordien	fordin
voordoen	voordoen	fordun
voordracht	voordracht	fordrɑxt
voordringer	voordringer	fordrɪŋər
vooreerst	vooreerst	forerst
voorgaande	voorgaande	forɣandə
voorgangers	voorgangers	forɣɑŋərs
voorgelegd	voorgelegd	forɣəlɛɣt
voorgelegde	voorgelegde	forɣəlɛɣdə
voorgeleid	voorgeleid	forɣəlɛɪt
voorgerecht	voorgerecht	forɣərɛxt
voorgerechten	voorgerechten	forɣərɛxtən
voorgeschiedenis	voorgeschiedenis	forɣəsxidenɪs
voorgeschoteld	voorgeschoteld	forɣəsxotɛlt
voorgeschreven	voorgeschreven	forɣəsxrevən
voorgesprek	voorgesprek	forɣəsprɛk
voorgesteld	voorgesteld	forɣəstɛlt
voorgevel	voorgevel	forɣəvəl
voorgezeten	voorgezeten	forɣəzetən
voorgondkleur	voorgondkleur	forɣɔntklør
voorgrond	voorgrond	forɣrɔnt
voorhand	voorhand	forhɑnt
voorhanden	voorhanden	forhɑndən
voorheen	voorheen	forhen
voorjaar	voorjaar	forjar
Voorjaar	Voorjaar	forjar
voorjaars	voorjaars	forjars
voorjaarsexpositie	voorjaarsexpositie	forjarsɛkspositsi
voorjager	voorjager	forjaɣər
voorkeur	voorkeur	forkør
voorkeuren	voorkeuren	forkørən
voorkom	voorkom	forkɔm
voorkomen	voorkomen	forkomən
voorkòmen	voorkòmen	forkomən
voorkomende	voorkomende	forkomɛndə
voorkomt	voorkomt	forkɔmt
voorkoplengte	voorkoplengte	forkɔplɛŋtə
voorkwam	voorkwam	forkʋɑm
voorlichting	voorlichting	forlɪxtɪŋ
voorlopen	voorlopen	forlopən
voorlopig	voorlopig	forlopəɣ
Voorlopig	Voorlopig	forlopəɣ
voorlopige	voorlopige	forlopəɣə
voormalig	voormalig	formaləɣ
voormalige	voormalige	formaləɣə
voormannen	voormannen	formɑnən
voornaamste	voornaamste	fornamstə
voornaamwoorden	voornaamwoorden	fornamʋordən
voornamelijk	voornamelijk	fornamelək
Voornamelijk	Voornamelijk	fornamelək
Voorne	Voorne	fornə
voornemens	voornemens	fornemɛns
voornoemde	voornoemde	fornumdə
vooroorlogse	vooroorlogse	fororlɔɣsə
voorop	voorop	forɔp
Voorop	Voorop	forɔp
vooropleiding	vooropleiding	forɔplɛɪdɪŋ
vooropname	vooropname	forɔpnamə
voorouders	voorouders	forɑudɛrs
voorovergebogen	voorovergebogen	forovɛrɣəboɣən
voorpagina	voorpagina	forpaɣina
voorprogramma	voorprogramma	forprɔɣrɑma
voorraad	voorraad	forat
Voorraad	Voorraad	forat
voorraadbevruchting	voorraadbevruchting	foratbəvrœxtɪŋ
voorraden	voorraden	foradən
voorrang	voorrang	forɑŋ
voorrangsregels	voorrangsregels	forɑŋsreɣəls
voorronde	voorronde	forɔndə
voorronden	voorronden	forɔndən
voorschijn	voorschijn	forsxɛɪn
voorschot	voorschot	forsxɔt
Voorschoten	Voorschoten	forsxotən
voorschrift	voorschrift	forsxrɪft
voorschrijven	voorschrijven	forsxrɛɪvən
voorsmaakje	voorsmaakje	forsmakjə
voorspel	voorspel	forspəl
voorspellen	voorspellen	forspɛlən
Voorspellingen	Voorspellingen	forspɛlɪŋən
voorspelt	voorspelt	forspɛlt
voorspoed	voorspoed	forsput
voorspoedig	voorspoedig	forspudəɣ
voorsprong	voorsprong	forsprɔŋ
voorstad	voorstad	forstɑt
voorste	voorste	forstə
voorstel	voorstel	forstəl
Voorstel	Voorstel	forstəl
voorstelbaar	voorstelbaar	forstɛlbar
voorstelde	voorstelde	forstɛldə
voorstellen	voorstellen	forstɛlən
voorstelling	voorstelling	forstɛlɪŋ
voorstellingen	voorstellingen	forstɛlɪŋən
voorstelt	voorstelt	forstɛlt
voort	voort	fort
voortaan	voortaan	fortan
voortbestaan	voortbestaan	fortbəstan
voortbewegen	voortbewegen	fortbəʋeɣən
voortdurend	voortdurend	fortdyrɛnt
voorterrein	voorterrein	fortɛrɛɪn
voortgang	voortgang	fortɣɑŋ
voortgezet	voortgezet	fortɣəzɛt
Voorthuizen	Voorthuizen	forthœyzən
voortijdig	voortijdig	fortɛɪdəɣ
voortkomen	voortkomen	fortkomən
voortrekkersrol	voortrekkersrol	fortrɛkɛrsrɔl
voorts	voorts	forts
Voorts	Voorts	forts
voortvarend	voortvarend	fortvarɛnt
voortvloeiende	voortvloeiende	fortvluiɛndə
voortvloeit	voortvloeit	fortvluit
voortvluchtig	voortvluchtig	fortvlœxtəɣ
voortvluchtige	voortvluchtige	fortvlœxtəɣə
voortzet	voortzet	fortzɛt
voortzetten	voortzetten	fortzɛtən
vooruitbetaling	vooruitbetaling	forœytbətalɪŋ
vooruitgang	vooruitgang	forœytɣɑŋ
vooruitgeschoven	vooruitgeschoven	forœytɣəsxovən
vooruitlopend	vooruitlopend	forœytlopɛnt
vooruitstrevend	vooruitstrevend	forœytstrevɛnt
vooruitstrevende	vooruitstrevende	forœytstrevɛndə
vooruitzicht	vooruitzicht	forœytzɪxt
vooruitzichten	vooruitzichten	forœytzɪxtən
voorval	voorval	forvɑl
voorverkoop	voorverkoop	forvɛrkop
voorvoegsels	voorvoegsels	forvuɣsɛls
voorvoet	voorvoet	forvut
voorvoeten	voorvoeten	forvutən
voorvork	voorvork	forvɔrk
voorwaar	voorwaar	forʋar
voorwaarde	voorwaarde	forʋardə
voorwaarden	voorwaarden	forʋardən
Voorwaarden	Voorwaarden	forʋardən
voorwaarts	voorwaarts	forʋarts
voorwerp	voorwerp	forʋɛrp
voorwerpen	voorwerpen	forʋɛrpən
voorwerpjes	voorwerpjes	forʋɛrpjɛs
voorzag	voorzag	forzɑɣ
voorzagen	voorzagen	forzaɣən
voorzichtig	voorzichtig	forzɪxtəɣ
voorzichtiger	voorzichtiger	forzɪxtəɣər
voorzien	voorzien	forzin
voorziene	voorziene	forzinə
voorziening	voorziening	forzinɪŋ
Voorziening	Voorziening	forzinɪŋ
voorzieningen	voorzieningen	forzinɪŋən
Voorzieningen	Voorzieningen	forzinɪŋən
voorziet	voorziet	forzit
voorzijde	voorzijde	forzɛɪdə
voorzitter	voorzitter	forzɪtər
voorzorgsmaatregelen	voorzorgsmaatregelen	forzɔrɣsmatreɣələn
Vopak	Vopak	fopɑk
vor	vor	fɔr
vordering	vordering	fɔrderɪŋ
vorderingen	vorderingen	fɔrderɪŋən
vordert	vordert	fɔrdɛrt
voren	voren	forən
vorenstaande	vorenstaande	forɛnstandə
vorig	vorig	forəɣ
Vorig	Vorig	forəɣ
vorige	vorige	forəɣə
Vorige	Vorige	forəɣə
vórige	vórige	forəɣə
vork	vork	fɔrk
vorken	vorken	fɔrkən
vorm	vorm	fɔrm
vorm-geven	vorm-geven	fɔrmɣəvən
vormbehoud	vormbehoud	fɔrmbəhɑut
vormbonbons	vormbonbons	fɔrmbɔnbɔns
vormde	vormde	fɔrmdə
vormen	vormen	fɔrmən
vormentaal	vormentaal	fɔrmɛntal
vormgegeven	vormgegeven	fɔrmɣəɣəvən
vormgeving	vormgeving	fɔrmɣəvɪŋ
vormt	vormt	fɔrmt
vorst	vorst	fɔrst
vorstelijke	vorstelijke	fɔrsteləkə
vos	vos	fɔs
Vos	Vos	fɔs
Voskuilen	Voskuilen	fɔskœylən
Vossemeer	Vossemeer	fɔsemer
vous	vous	fɑus
vouwen	vouwen	fɑuʋən
vouwwagen	vouwwagen	fɑuʋʋaɣən
Vox	Vox	fɔks
voyagers	voyagers	foiaɣərs
vraag	vraag	fraɣ
Vraag	Vraag	fraɣ
Vraagbaak	Vraagbaak	fraɣbak
vraagstuk	vraagstuk	fraɣstœk
vraagstukken	vraagstukken	fraɣstœkən
vraagt	vraagt	fraɣt
vraagtekens	vraagtekens	fraɣtekɛns
vrachtauto	vrachtauto	frɑxtɑuto
vrachtprijs	vrachtprijs	frɑxtprɛɪs
vrachtschip	vrachtschip	frɑxtsxɪp
vrachtwagen	vrachtwagen	frɑxtʋaɣən
vrachtwagens	vrachtwagens	frɑxtʋaɣəns
vragen	vragen	fraɣən
Vragen	Vragen	fraɣən
vragenlijsten	vragenlijsten	fraɣənlɛɪstən
vragenlijstje	vragenlijstje	fraɣənlɛɪscə
vrede	vrede	fredə
Vrede	Vrede	fredə
Vredehof	Vredehof	fredehɔf
Vredehofhal	Vredehofhal	fredehofhɑl
Vredelings	Vredelings	fredelɪŋs
vrederechters	vrederechters	frederɛxtɛrs
vredespad	vredespad	fredɛspɑt
vredestichter	vredestichter	fredɛstɪxtər
Vree	Vree	fre
vreedzaam	vreedzaam	fretzam
vreemd	vreemd	fremt
Vreemd	Vreemd	fremt
vreemde	vreemde	fremdə
Vreemdelingenzaken	Vreemdelingenzaken	fremdelɪŋənzakən
vrees	vrees	fres
vreest	vreest	frest
vreselijk	vreselijk	freselək
vreselijke	vreselijke	freseləkə
vreugde	vreugde	frøɣdə
vriend	vriend	frint
Vriend	Vriend	frint
vriendelijk	vriendelijk	frindelək
vriendelijke	vriendelijke	frindeləkə
vrienden	vrienden	frindən
Vrienden	Vrienden	frindən
vriendengroep	vriendengroep	frindɛŋrup
Vriendenkring	Vriendenkring	frindɛŋkrɪŋ
vriendin	vriendin	frindɪn
vriendinnen	vriendinnen	frindɪnən
vriendinnetje	vriendinnetje	frindɪnecə
vriendins	vriendins	frindɪns
vriendje	vriendje	frindjə
vriendjespolitiek	vriendjespolitiek	frindjɛspolitik
vriendschap	vriendschap	frintsxɑp
vriendschappelijke	vriendschappelijke	frintsxɑpeləkə
Vries	Vries	fris
Vriescheloo	Vriescheloo	frisxelo
Vriezenveen	Vriezenveen	frizɛnven
vrij	vrij	frɛɪ
Vrij	Vrij	frɛɪ
vrijblijvend	vrijblijvend	frɛɪblɛɪvɛnt
vrijblijvende	vrijblijvende	frɛɪblɛɪvɛndə
vrijdag	vrijdag	frɛɪdɑɣ
Vrijdag	Vrijdag	frɛɪdɑɣ
vrijdagavond	vrijdagavond	frɛɪdaɣavɔnt
vrijdagen	vrijdagen	frɛɪdaɣən
vrijdagmiddag	vrijdagmiddag	frɛɪdɑɣmɪdɑɣ
